501,ORANGE 27121        ,19000,1500000,480000
502,Cobalt 26299BS      ,19000,2800000,1340000
503,BIJELI NK 1500P     ,19000,2800000,702500
504,Hem Barrique 34034SV,19000,1410000,1970000
506,BIJELI 1615 FH FUND ,19000,1750000,1250000
507,ORANGE 27121        ,19000,2800000,646000
508,ZUTA 2134           ,19000,487000,2020000
509,Limun Zeleni 25519BS,19000,2070000,870000
510,ORANGE 27121        ,19000,1620000,670000
511,Tik Makalo K4342RM  ,19000,2800000,784000
512,COKOLADA TAMNA 27181,19000,1560000,580000
513,BREZA TAIGA 37737   ,19000,2800000,578500
514,Hr Mocca K4336NM    ,19000,2800000,1320000
515,BIJELI SJAJ 17005G  ,19000,2800000,1030500
516,MCR 5881            ,19000,2070000,1270000
517,PLAVI II 2125       ,19000,1410000,1050000
518,ZUTA 2134           ,19000,2070000,1400000
519,Hr Mongori 37745AT  ,19000,2800000,1210000
520,AMBALAZA            ,19000,576000,1350000
521,Hr Mongori 37745AT  ,19000,2800000,750000
522,DIJAMANT 1570       ,19000,2070000,950000
523,Skin 20240NM        ,19000,2800000,640000
524,VIOLET PLAVI 27186  ,19000,2800000,850000
525,HRAST 34136R NATUR  ,19000,1472000,500000
526,0085SG Sjaj Bijela  ,19000,2800000,455500
527,BRIJEST LAVA 34055  ,19000,2080000,920000
528,Tik Makalo K4342RM  ,19000,2440500,436000
529,HRAST TOBACCO 34138R,19000,2270000,410000
530,SIVA TAMNA 2162     ,19000,1870000,1350000
531,LAVANDA 27187       ,19000,2800000,570000
532,BIJELI NK 1500P     ,16000,2800000,550500
533,Kasmir 27049BS      ,19000,2800000,1350000
534,Jasen Nord K4343NM  ,19000,2800000,646000
535,SIVA TAMNA 2162     ,19000,1580500,500000
536,Hr Mocca K4336NM    ,19000,1500000,580000
537,0650SG Sjaj Limun   ,19000,1740000,670000
538,0085SG Sjaj Bijela  ,19000,2050000,500000
539,TRESNJA  ACCO 39345 ,19000,1420000,540000
540,Vanilija 27123 NM   ,19000,1800000,550000
541,LAVANDA 27187       ,19000,1540000,940000
542,Hem Trobeli 34033SV ,19000,2800000,960000
543,Jasen Nord K4343NM  ,19000,2800000,450000
544,Svj Plava 27179BS   ,19000,2070000,700000
545,ARTIC W SJAJ 606SG  ,19000,1360000,1200000
546,MASLINA 37762       ,19000,2800000,860000
547,HRAST CLASSIC 34140 ,19000,2280000,510000
548,Hr Pijesak K4333AW  ,19000,2800000,750500
549,TAUPE GOD 27166SU   ,19000,2800000,750000
550,Hr Pijesak K4333AW  ,19000,2800000,750500
551,Bor Kodiak 34308AT  ,19000,2800000,590000
552,Hr Pijesak K4333AW  ,19000,2800000,750500
553,Smreka Barth K4338AT,19000,2050000,470000
554,Hr Marcato K4337AW  ,19000,2800000,730000
555,ARTIC W SJAJ 606SG  ,19000,1360000,1200000
556,Skin 20240NM        ,19000,2070000,750000
557,Hem Trobeli 34033SV ,19000,1400500,580000
558,HRAST DIVLJI 38932  ,19000,950000,2070000
559,ARTIC W SJAJ 606SG  ,19000,1360000,1200000
560,HR AMAZ LIGHT 37746 ,19000,2800000,480000
561,BIJELI GL 1500S     ,19000,2800000,530000
562,MCR 5881            ,19000,2800000,500000
563,LAVARE 37744        ,19000,1490000,670000
564,Hem Arktique 34092SV,19000,2800000,680000
565,JASEN COIMBRA 37777 ,19000,2100000,700000
566,DIJAMANT GOD 1570SU ,19000,1830000,510000
567,0504PO Mahagonij    ,19000,2800000,500000
568,CRNI GOD 2190AT     ,19000,2070000,780000
569,LAVANDA 27187       ,19000,2070000,950000
570,JASEN COIMBRA 37777 ,19000,2800000,510000
571,1300SG Sjaj Aluminij,19000,2050000,490000
572,HRAST MOCV 37717 AT ,19000,2800000,410000
